,business_id,name,address,postal_code,city,stars_y,review_count,ice cream/egg waffles,pork belly/kimchi fries/ ramen places,mac cheese/ fish tacos,fried chicken/ deep fried,green tea/ red bean/cheesecake
24,BUcTdN-rNE8urCCQuxSOQA,Mother's Dumplings,421 Spadina Avenue,M5T 2A8,Toronto,3.0,478,0.027021668638933804,0.06364909487203813,0.7885689923660554,0.026472920758685688,0.040023757472814135
25,BYDs_o6U4CLxJec8k1Q90Q,Poke Guys,"112 Elizabeth Street, Unit 1",M5G 1P5,Toronto,4.0,319,0.040955024621990965,0.03035245238499635,0.7822116689723786,0.031107894895362545,0.0728197676359098
26,Bf2fuqWbHd3L-X69FSMvmg,El Trompo Taco Bar,277 Augusta Ave,M5T 2M1,Toronto,4.0,310,0.013116433768933122,0.03725616468101821,0.8413150877642724,0.0360499375504053,0.025387376235370844
27,BxCzy1WOVxOrr_G7V4BIvg,Lola's Kitchen,634 Church Street,M4Y 2G3,Toronto,4.0,386,0.01792837894743336,0.007694679470855401,0.896777571423499,0.04409781284171992,0.03350155731649212
28,C8_zdU7zGLUK3uC4e5AepQ,MeNami,5469 Yonge Street,M2N 5S1,Toronto,3.5,371,0.05064618767998543,0.16220161194881844,0.576657144137561,0.12132487066841693,0.03583685223188502
29,CN5nuUQod0f8g3oh99qq0w,KINKA IZAKAYA BLOOR,559 Bloor St W,M5S 1Y6,Toronto,4.0,419,0.04607411838925508,0.04963711559482993,0.698943126617366,0.08210475578843388,0.050513610882842515
30,CfxVkwEJk1NAqgqMSesLzA,KINKA IZAKAYA NORTH  YORK,"4775 Yonge Street, Unit 114",M2N 5M5,Toronto,3.5,311,0.060738462017378765,0.10679248850584765,0.6205729996207355,0.08984298714354284,0.062053062712495215
31,Cp3YRVZojrCGeQS41Hf1pw,Pho Hung,350 Spadina Avenue,M5T 2G4,Toronto,3.0,419,0.015359519525587438,0.048030619466485694,0.8345927798998991,0.03104851781612338,0.014893796936764335
32,Cr5CLpmVrmzFyz_RfQ6rmA,Scaddabush,155A York Boulevard,L4B 3B4,Richmond Hill,3.5,319,0.03032029194207906,0.016889367361342146,0.8585237043956185,0.04474382236672384,0.015814948765697116
33,D-8yidw7FLKKQpciKJSd2g,The Burgernator,269 Augusta Avenue,M5T 1M5,Toronto,4.0,310,0.0370150726492091,0.017645257067825236,0.740826505274885,0.054909715659322414,0.027154469756921398
34,DE89UdHFMCN6DtYWZuer5A,Hokkaido Ramen Santouka,91 Dundas Street E,M5B 2C8,Toronto,4.0,750,0.022238214669443472,0.3429528139725921,0.48717158654581455,0.05669507196313459,0.07685780580676188
35,DizSoX0FqH_EvXSHW6wEIQ,Le Petit Déjeuner,191 King Street E,M5A 1J5,Toronto,3.5,328,0.01452286781900815,0.02174182429756775,0.8242075152314076,0.007509598547869215,0.053893194104147515
36,Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,483 Bay Street,M5H 2C9,Toronto,4.0,522,0.012496705353843313,0.021356395147425773,0.9037133466863798,0.026484668118740545,0.02145613107042236
37,G24p1oGGfY3t-m8Z2lPCaQ,Tinuno,31 Howard Street,M4X 1J6,Toronto,4.0,338,0.0255822529190678,0.26933744595799464,0.5575444741529756,0.022810065862300236,0.02216165854355925
38,GTwQgfi8DN23D9fMURYUdw,Sushi Moto,4901 Yonge Street,M2N 5N6,North York,4.0,314,0.02900482191997394,0.02101187216503506,0.7833862651191269,0.042409961304991646,0.0560052613090545
39,HTkY1GABYTivk-DKWyrlEw,Sansotei Ramen,3987 Highway 7 E,L3R 5M6,Markham,3.5,323,0.01403002204360797,0.42589753079006704,0.29820052719110524,0.15968207927358619,0.060084577543738985
40,HUYEadSbGSQNHXFmT2Ujjw,Manpuku Japanese Eatery,"105 McCaul Street, Unit 29-31",M5T 2X4,Toronto,4.0,406,0.0471080684354058,0.08294473551723389,0.7091232668176685,0.029546777605534005,0.06370958405659004
41,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,401 Bay Street,M5H 2Y4,Toronto,4.0,488,0.02169397529912069,0.05211728393052887,0.8438398431211658,0.021008094948477447,0.02069039619664188
42,IRd0jvnfJ3tV6AMlYMajzw,Restoran Malaysia,815 Major Mackenzie Drive E,L4C 9X2,Richmond Hill,3.5,468,0.028234088363114387,0.032068188537340024,0.7812284631628444,0.08318682102518897,0.02589972286212936
43,J9BmILDpV1Pr3GKU9XhjTQ,Little India Restaurant,255 Queen Street W,M5V 1Z4,Toronto,3.5,364,0.08568425951400943,0.013129139857658893,0.7571446792320438,0.04154602805358226,0.007901298748110958
44,JG9UpsFR6hrqQqsKh_RyaQ,Planta,1221 Bay Street,M5R 3P5,Toronto,4.0,332,0.02061062299257358,0.019451801813697007,0.8935220642460758,0.050942729031799194,0.015472781915854626
45,JMiaNitMzMbJm6Kh0RbT5A,Canoe,"66 Wellington Street  W, 54th Floor, TD Bank Tower",M5K 1H6,Toronto,4.0,610,0.05178523455892848,0.03124444373470069,0.7842890087870406,0.02619131971249086,0.026944538661385322
46,JOoblYsQjFT-47tkt6om0A,7 West Cafe,7 Charles Street W,M4Y 1R4,Toronto,3.5,351,0.036874633701812924,0.014420899204203082,0.8534447527837421,0.021710921591239215,0.012573182962905237
47,K1nwSvx14on6eVBbu5E9rA,Good Catch Boil House,"179 Enterprise Boulevard, Unit M-109",L6G 0A2,Markham,4.0,357,0.013052757362857444,0.01599535028923796,0.9111937007299714,0.03435434566736865,0.025403845950564326
48,K6XIGkyk7-fuOQtA8i7p6A,Mill Street Brew Pub,21 Tank House Lane,M5A 3C4,Toronto,3.5,427,0.018558106215651994,0.026164004163171967,0.8885328672869311,0.022900388662851136,0.017295961105022063
49,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,221 Ossington Avenue,M6J 2Z8,Toronto,4.0,520,0.08126610030538943,0.038767373584062875,0.783329568187892,0.02668417878325787,0.02397576764514484
50,L3R7y3_tUKQlM9kor4-Ccw,Jamie's Italian,"3401 Dufferin Street, Unit 20",M6A 2T9,Toronto,3.0,376,0.047734272577620744,0.02355184844139208,0.8521246323541273,0.03909127926231839,0.029301246053066082
51,LBHbyID7tcaGszznHtnCrw,JOEY Eaton Centre,1 Dundas St W,M5G 1Z3,Toronto,3.5,421,0.028288104969910237,0.01516263871696762,0.8463062034566685,0.03312838954664636,0.01589017351388931
52,LI9sVHgnX-DzFyvWmPDRgA,Guru Lukshmi,"7070 St Barbara Boulevard, Unit 45 & 50",L5W 0E6,Mississauga,4.0,360,0.03800520138078998,0.034723121180684775,0.7094139843165544,0.023896903486219787,0.058825654500615984
53,MS-hfug4QDXqb_Mws3qlzA,Grand Electric,1330 Queen Street W,M6K 1L4,Toronto,3.5,645,0.005053749721601089,0.1996632471772833,0.7439150287905669,0.01442858170866901,0.012146004172127725
54,MhiBpIBNTCAm1Xd3WzRzjQ,Messini Authentic Gyros,445 Danforth Avenue,M4K 1P2,Toronto,3.5,438,0.014253376106836952,0.019955880605476595,0.856275980771636,0.05324228668180205,0.01731143687320934
55,MrmwDgMlL2GtthlAZsJwNQ,SCADDABUSH Italian Kitchen & Bar,209 Rathburn Road W,L5B 4E5,Missisauga,3.5,342,0.03596853448671775,0.01932531237638471,0.8206502781988849,0.013407325732499916,0.02314854920551304
56,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,392 Queen Street W,M5V 2A9,Toronto,4.5,1045,0.009090100747715973,0.5700206552118051,0.2480775251068131,0.059272309481063996,0.010735671134844811
57,O-uIEuv7JLUHajkemx_sVw,Beerbistro,18 King Street E,M5C 1C4,Toronto,4.0,596,0.039812079988921285,0.0326119425936679,0.846063033617641,0.03000987486262533,0.020575233885598263
58,O1TvPrgkK2bUo5O5aSZ7lw,Rol San,323 Spadina Avenue,M5T 2E9,Toronto,3.5,627,0.01650696461972715,0.03532403730111595,0.78345606542168,0.05575420764108535,0.027877643935310437
59,O66Zy8Y13VBm72ZDhS4fIg,Sassafraz,100 Cumberland Street,M5R 1A6,Toronto,3.5,325,0.08326294862053268,0.0570771973607906,0.7599384665952629,0.01948511962063599,0.028954216520726765
60,ORqZyyZafJyZcgTGNrJ_oA,Wooffles & Cream,"8360 Kennedy Road, Unit 81",L3R 5Y7,Markham,4.0,386,0.7580241220032604,0.010108266008043203,0.01634842578856726,0.001482130018380877,0.17955429756105873
61,O_UC_izJXcAmkm6HlEyGSA,Playa Cabana,111 Dupont Street,M5R 1V4,Toronto,4.0,403,0.03553252871508769,0.021301816082488642,0.8504679292588501,0.015766347529271686,0.01443137841430196
62,OllK5_S-7svgSwbUfx1xYA,King's Noodle Restaurant,296 Spadina Avenue,M5T 2E7,Toronto,3.5,379,0.014971363159793461,0.039226650020206276,0.8300384980611581,0.03131777846052582,0.013017138869745084
63,Orgm9nmcClxnAUva4nOKyA,Hot House Restaurant & Bar,35 Church Street,M5E 1T3,Toronto,3.5,301,0.07146310929951992,0.013336185251943867,0.8443936774861102,0.030527924585389728,0.026945770043703205
64,Pthcdg09sHQ9M9Tj5P9gfQ,C'est What,67 Front Street E,M5E 1B5,Toronto,3.5,311,0.012676506532719374,0.025379256658581182,0.8899488676409247,0.023814304367875756,0.002726519345353333
65,QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,"150 King Street West, Unit 100",V5H 1J9,Toronto,3.5,373,0.009500947787086982,0.017760862176963356,0.8586911300779562,0.049678261945867636,0.008813242456570293
66,QGTqGNLZbBA1QD8L_fO9ZA,Kaka All You Can Eat,"3235 Highway 7 E, Unit 18A",L3R 3P3,Markham,3.0,594,0.05055250323637636,0.05002075422200737,0.6917824431457795,0.018978467478188793,0.16853160372972814
67,Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports Bar & Grill,15 York Street,M5J 0A3,Toronto,3.5,423,0.014081030126610005,0.021283158128077483,0.8795019610861365,0.048235007615370494,0.007195872746776063
68,Qayz6avNEPNS6Q5UThYHCQ,MABU Generation,"3235 Highway 7, Unit 23-26",L3R 3P3,Markham,3.0,304,0.08841418739142251,0.03350157987452913,0.6466579197006326,0.06278847238289108,0.14136511337779745
69,Qmwfg-PtYuCo5Q_IwcA_HQ,JaBistro,222 Richmond Street W,M5V 1W4,Toronto,4.0,445,0.0485168862089179,0.033055014481439896,0.6751127119798108,0.030948604150498462,0.163586295374455
70,RUd_M7DPJq1I3DPq0oF--w,Lahore Tikka House,1365 Gerrard Street E,M4L 1Z3,Toronto,3.5,446,0.06018345160118842,0.007470061312260832,0.7725712310138149,0.052284459443596165,0.047789304091826114
71,RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,398 Church St,M5B 2A2,Toronto,4.0,1397,0.04683525089498884,0.04167808567937279,0.6760292234129396,0.09241629946557904,0.04560524311122255
72,RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,598 Bay Street,M5G 1M5,Toronto,3.5,939,0.08828526645189334,0.01374594961231888,0.43151803248600074,0.010130659719419548,0.4157795511898272
73,RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,869 Queen Street W,M6J 1G4,Toronto,4.0,344,0.032807776585404534,0.06948937301896761,0.7392426882037728,0.13574582519722242,0.0023061737293267157
74,SGP1jf6k7spXkgwBlhiUVw,Kekou Gelato House,13 Baldwin Street,M5T 1L1,Toronto,4.5,411,0.2472775622147107,0.007742783194495834,0.35201967516071586,0.01926042106377455,0.07958191130747955
75,SW6ZQk22G1_CV81_gfnvNQ,La Carnita,501 College Street,M5S 2K2,Toronto,4.0,477,0.01709255335671318,0.034524440095710825,0.8169542534030351,0.08238877741839422,0.0030629642318938644
76,SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,4848 Yonge Street,M2N 5N2,Toronto,4.0,512,0.051932657692412565,0.11644377432910875,0.6873299508607,0.06563365532469045,0.03918627758256203
77,TFftsYkRIUtdo6ZhRwJ2lQ,Terroni,720 Queen Street W,M6J 1E8,Toronto,3.5,324,0.023357017785952918,0.025852488592068158,0.9087946087732334,0.01668389603909335,0.025311988809652543
78,TR0-w6VoZDAdvFQiq7P2Ug,Millie Creperie,161 Baldwin Street,M5T 1L8,Toronto,4.0,350,0.1849434612482723,0.026902435290934966,0.10576209187675471,0.013663705114834196,0.650871163612061
79,UDk7qUVIetK3Y3NuARguqg,Banjara Indian Cuisine,796 Bloor Street W,M6G 1L7,Toronto,3.5,387,0.02461679848538758,0.017545417011929975,0.9123576524295414,0.03566815416396981,0.009811977909171469
80,Uq-GOs9_IqweUsB5MdII9w,Emma's Country Kitchen,810 Saint Clair Avenue W,M6C 1B6,Toronto,4.0,347,0.019423811959677403,0.027180690352282332,0.8609467926451676,0.01935322629615169,0.040837414230592006
81,UxWH8zRYIBgs6Q2oykvRdw,Cluny Bistro & Boulangerie,35 Tank House Lane,M5A 3C4,Toronto,3.5,459,0.03574605629236075,0.03091807558854799,0.8353716170990624,0.02841291220448543,0.022381527494788542
82,VRwT0pscR5vESCrAnUpNwQ,Wilbur Mexicana,552 King Street W,M5V 1M3,Toronto,4.0,463,0.018555651630338493,0.02913311031647044,0.9097555783399824,0.020682509978275428,0.007984260846044505
83,WKOUTdVJS58E178JjhwidQ,Pastel Creperies & Dessert House,5417 Yonge Street,M2N 5R6,North York,4.0,316,0.346150523200388,0.005661808951956784,0.3493193969283555,0.026845864177118376,0.24929513401490863
84,WeKF3N1MK0eJQmZdxPL9pQ,Marché Restaurant,181 Bay Street,M5J 2T3,Toronto,3.0,344,0.06259573127403133,0.015598285308751127,0.7508577391279225,0.02463401543581372,0.03761857667956792
85,XCxxPZ3Lu5mwmIo7IQRf1g,Osaka Sushi Japanese Korean Restaurant,5762 Highway 7 E,L3P 1A8,Markham,4.0,323,0.04976728805511126,0.03511544236288712,0.7829965722157282,0.02741778117029927,0.07295688444994253
86,XYIPXJ9parr9FtvvcGI1SA,GB Hand-pulled Noodles,66 Edward Street,M5G 1C9,Toronto,4.0,421,0.02177776870188337,0.1312297443317555,0.6525058608741772,0.04988198052331619,0.02391499039645413
87,XmgdFa3G_CZVfjtQEJMZfQ,Caplansky's Delicatessen,356 College Street,M5T 1S6,Toronto,3.5,416,0.0062681503279779,0.015037129244287184,0.8648456934852732,0.0315069368141617,0.013376572886920662
88,YJ05ntGlszxACOD5zn1YjA,The Burger's Priest,463 Queen Street W,M5V 2A9,Toronto,4.0,343,0.04802937240849098,0.029387569555045387,0.8073415824710162,0.08217519993443896,0.01814090249668046
89,YLc7Djf3GsC8IT84YkZMzw,Sukhothai,274 Parliament Street,M5A 3A4,Toronto,4.0,390,0.010722849516764596,0.030341057934939616,0.8414528588885031,0.052741569024317654,0.013017526704440481
90,Yl2TN9c23ZGLUBSD9ks5Uw,Byblos,11 Duncan Street,M5V 3M2,Toronto,4.5,700,0.05567512930103445,0.0325599706826606,0.7973975347511422,0.04575469841778038,0.02099361922833502
91,ZumOnWbstgsIE6bJlxw0_Q,Jacobs & Co. Steakhouse,12 Brant Street,M5V 1K4,Toronto,4.5,488,0.022011903302224037,0.01758617223751046,0.8541808275541083,0.008821529802485668,0.03073290043700493
92,_cjPEH9wXhKS-HQe_U3M4Q,Le Sélect Bistro,432 Wellington Street W,M5V 1E3,Toronto,4.0,380,0.02834453336490245,0.043057885143083674,0.8595507383447077,0.01738034639872127,0.022680989502208065
93,_u1Bq7QsgMUXSMex8QHqLQ,Burrito Boyz,224 Adelaide Street W,M5H 1W7,Toronto,4.0,395,0.016525026398296144,0.024995965534589954,0.7517577305894959,0.05104737368313327,0.03259698071756162
94,_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,4020 Finch Avenue E,M1S 3T6,Toronto,4.0,683,0.03764074848563868,0.018655618046930802,0.8340833036682248,0.07634735762733497,0.023469050603243134
95,a8pmtlVKf7NiSLI-4KejIw,El Catrin Destileria,18 Tank House Lane,M5A 3C4,Toronto,3.5,770,0.01877208769851169,0.04941950831527056,0.8623161364383045,0.022517572544110392,0.01904173410994837
96,aLcFhMe6DDJ430zelCpd2A,Khao San Road,11 Charlotte Street,M5V 2H5,Toronto,4.0,1410,0.01630595057359504,0.028057953129218112,0.8276564034647022,0.01794594781404212,0.036301026124433686
97,ae95XSsD37OQfOWF92GjNQ,Dragon Legend,25 Lanark Road,L3R 9Y7,Markham,3.5,309,0.20688889669414162,0.01799341083641125,0.6679089361109518,0.044247999989401106,0.050765634417874614
98,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,469 King Street W,M5V 1K4,Toronto,4.0,336,0.022771625710717454,0.01308171388989599,0.8569397853873381,0.039205639586464294,0.020382187806536615
99,bRntmjztJ4dFDA_LYiEECw,Snakes & Lattes Annex,600 Bloor Street W,M6G 1K4,Toronto,4.0,325,0.024519075549942978,0.02145090320009962,0.8206452329100636,0.014778385761138485,0.033500019600031676
100,c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,322 Adelaide Street W,M5V 1R1,Toronto,4.5,332,0.02044533668523611,0.07984716855895099,0.7476478147461423,0.0707059874008947,0.02872211366140732
101,cPXasVLtq_1gmuSg65TUfQ,Dragon Pearl Buffet,"865 York Mills Road, Unit 2",M3B 1Y8,Toronto,3.5,305,0.22001979474469233,0.009805957828506833,0.5849632818206716,0.04897911197409233,0.07129678869697206
102,cQK9M2JAwETQnnBoYyua5A,The Senator,249 Victoria Street,M5B 1T8,Toronto,4.0,428,0.015746762848651133,0.019770120965531438,0.8013459401993266,0.036610284347632235,0.015415780527747539
103,crstB-H5rOfbXhV8pX0e6g,Ramen Isshin,421 College Street,M5T 1T1,Toronto,4.5,493,0.056236752403743304,0.33175462861388777,0.3892752899473193,0.13090912494692936,0.07487505154574733
104,dAmVTQ6ukuLh4UxTmBoRkg,Maha's,226 Greenwood Avenue,M4L 2R2,Toronto,4.0,376,0.012162136695377001,0.028128058259331564,0.8618903805667172,0.05525247509943418,0.02173361604580658
105,dc3uoAmNo5STqKV6mlD_aA,The Drake Hotel,1150 Queen Street W,M6J 1J3,Toronto,3.5,354,0.017701117494502407,0.026015253050895994,0.7834432837722977,0.09076377215436843,0.02493371638507818
106,dp9haMgS5RZ6i1kQq_oS5A,Fran's Restaurant,20 College Street,M5G 1K2,Toronto,3.5,318,0.026923904108996456,0.017821044234223236,0.8182280693622631,0.04010955133699211,0.018995353035447016
107,e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,563 Bloor Street W,M5S 1Y6,Toronto,4.0,795,0.018205170934173537,0.02217464670139882,0.8116784184463801,0.07440452389258558,0.020905661078093538
108,ejKXczjEkm1gzyRdblQm8w,Fresh on Spadina,147 Spadina Avenue,M5V 2L7,Toronto,4.0,351,0.03057261498914866,0.014222131331447422,0.7784001885187629,0.0495421661079489,0.028902243314987416
109,f3gE6ZZFd7jRBjTVgt-mAg,PaPa Chang's,"5970 16th Avenue, Unit 110",L3P 7R1,Markham,4.0,317,0.01296674028782074,0.13758738458260156,0.7803754392380208,0.031681610146323196,0.037388825745233896
110,f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,179 Dundas Street W,M5G 1Z8,Toronto,4.0,794,0.020587959409133067,0.37917892017564797,0.3384406264227523,0.13601642494996993,0.07492861141537814
111,fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,328 Spadina Avenue,M5T 2E7,Toronto,3.5,510,0.006473597032189642,0.041210487473495774,0.861903164988773,0.024709462897229764,0.018644464078899883
112,fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,24 Wellesley Street W,M4Y 2X6,Toronto,3.5,327,0.02851227112121754,0.3644250021143887,0.43004356743705013,0.1154364973463652,0.04356464396296044
113,fKr2Vip-yNCxgJmps-iOTA,Ten-Ichi Japanese Restaurant,"4810 Sheppard Avenue E, Unit 218",M1S 4N6,Scarborough,3.5,310,0.14492820902333328,0.03123923133226468,0.6866523915767608,0.02439762530213931,0.11278254276550195
114,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,99 Queen Street E,M5C 1S2,Toronto,4.0,337,0.06373075945105051,0.019346880282348117,0.5927593672510796,0.28848352641231695,0.01607162346594982
115,fzHBvd0HZm1yB3UIMqZ3bA,Ding Tai Fung,"3235 Highway 7 E, Suite 18B",L3R 0J5,Markham,3.5,476,0.010546509523668446,0.03244998160108692,0.8804411654110366,0.013479933455604125,0.016353438045987122
116,hDy-uY7Vy_TZdGBzw59lhA,Saku Sushi,478 Queen Street W,M5V 2B2,Toronto,4.0,401,0.025841042634446972,0.029677198357541443,0.7393192031071576,0.01761943109766914,0.09320350216167529
117,hPXR-Bi8U-uz6TUViqmGpg,Fat Ninja Bite,"3517 Kennedy Road, Unit 1",M1V 4Y3,Toronto,4.5,389,0.25870418042277127,0.055341991131065804,0.5492139382581428,0.08886937459918241,0.04787051558883772
118,h_4dPV9M9aYaBliH1Eoeeg,Wvrst,609 King Street W,M5V 1M5,Toronto,4.0,711,0.03823350618070365,0.022117181675690788,0.8508821263468548,0.031882876572000514,0.020848273188713944
119,hkZh4tAa2oJ34i8hxej6Zg,The Gabardine,372 Bay Street,M5H 2W9,Toronto,4.0,347,0.08601159219822098,0.010871008432438774,0.808263202734189,0.05103032165259135,0.0021572083158932264
120,htQgj-ANQpZGpIpkkrEmyQ,Inspire Restaurant,"144 Main Street Markham N, Unit 1",L3P 5T3,Markham,4.0,408,0.05465190290063479,0.15589254859956925,0.4511408698142736,0.26872099299565755,0.051411867508046744
121,htVvtLIFftBLqzRISjReDw,The Cheesecake Factory,3401 Dufferin Street,M6A 2T9,Toronto,3.0,450,0.03302941385568764,0.029213399097625155,0.7886014268220897,0.05621497949554526,0.058752746541018044
122,i--dxuKd_6Dx7mwgQ5nl-g,School Restaurant,70 Fraser Avenue,M6K 3E1,Toronto,3.5,473,0.020461883391546146,0.01636701788951584,0.7665869761116357,0.10539969199758716,0.02118443060971523
123,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,69 Kensington Avenue,M5T 2K2,Toronto,4.5,1152,0.016405777537753727,0.05515007902546285,0.7896386104843165,0.02496013303217126,0.023755309830205545
124,iMoFE2g4kDG4FfKLJvk3Jw,Buk Chang Dong Soon Tofu,5445 Yonge Street,M2N 5S1,North York,4.0,315,0.012123494904025516,0.0525549522913541,0.813190493928679,0.045906526287954066,0.024500394656953084
