,business_id,name,address,postal_code,city,stars_y,review_count,pork belly/kimchi fries,ice cream/green tea,fried chicken/ chicken waffles,green curry/ duck fat/ fish tacos,pork sandwich/ beef brisket/mac cheese
36,Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,483 Bay Street,M5H 2C9,Toronto,4.0,522,0.011223374888040568,0.030681789621833974,0.03494702528211717,0.8223600981472419,0.073079903496534
37,G24p1oGGfY3t-m8Z2lPCaQ,Tinuno,31 Howard Street,M4X 1J6,Toronto,4.0,338,0.1984809746928906,0.08185585665482614,0.022331165795040134,0.6743815989754277,0.01935328157965726
38,GTwQgfi8DN23D9fMURYUdw,Sushi Moto,4901 Yonge Street,M2N 5N6,North York,4.0,314,0.01021438631579079,0.17519515193486518,0.023186786153960394,0.7749146451580889,0.016489030437295018
39,HTkY1GABYTivk-DKWyrlEw,Sansotei Ramen,3987 Highway 7 E,L3R 5M6,Markham,3.5,323,0.20350050503704073,0.050202586976033005,0.1637909694074002,0.5743049639832015,0.008200974596324661
40,HUYEadSbGSQNHXFmT2Ujjw,Manpuku Japanese Eatery,"105 McCaul Street, Unit 29-31",M5T 2X4,Toronto,4.0,406,0.04696064285022454,0.15641902901806612,0.0288176471456579,0.71772879547926,0.027637988070893967
41,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,401 Bay Street,M5H 2Y4,Toronto,4.0,488,0.027222717649720694,0.05509866050519027,0.03534026520567665,0.7434998280647298,0.12974761948377359
42,IRd0jvnfJ3tV6AMlYMajzw,Restoran Malaysia,815 Major Mackenzie Drive E,L4C 9X2,Richmond Hill,3.5,468,0.008818104521900854,0.04474973331119741,0.07798166331420009,0.8335215853076137,0.010161111687503173
43,J9BmILDpV1Pr3GKU9XhjTQ,Little India Restaurant,255 Queen Street W,M5V 1Z4,Toronto,3.5,364,0.01393595772345292,0.07599658711551086,0.03337756140638313,0.8172398326329222,0.012721089159114617
44,JG9UpsFR6hrqQqsKh_RyaQ,Planta,1221 Bay Street,M5R 3P5,Toronto,4.0,332,0.01572296628419383,0.07097398936586424,0.04662353972957706,0.8242477768114268,0.04243172780893773
45,JMiaNitMzMbJm6Kh0RbT5A,Canoe,"66 Wellington Street  W, 54th Floor, TD Bank Tower",M5K 1H6,Toronto,4.0,610,0.016140705283002463,0.11299068396491446,0.01571330046332896,0.8078171595574813,0.022338150731272727
46,JOoblYsQjFT-47tkt6om0A,7 West Cafe,7 Charles Street W,M4Y 1R4,Toronto,3.5,351,0.010731322084027464,0.06268801767497678,0.028407888795082322,0.8024979115402375,0.07671751393411169
47,K1nwSvx14on6eVBbu5E9rA,Good Catch Boil House,"179 Enterprise Boulevard, Unit M-109",L6G 0A2,Markham,4.0,357,0.00990650432068808,0.04932599791839158,0.033613420721130244,0.857458715410091,0.03833172526606298
48,K6XIGkyk7-fuOQtA8i7p6A,Mill Street Brew Pub,21 Tank House Lane,M5A 3C4,Toronto,3.5,427,0.01233878733580992,0.029963975021143056,0.026886740456353402,0.8343748745228053,0.07450579810248519
49,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,221 Ossington Avenue,M6J 2Z8,Toronto,4.0,520,0.03326799670881445,0.0593878838714416,0.026951483747939757,0.8294008276661731,0.02809104464685191
50,L3R7y3_tUKQlM9kor4-Ccw,Jamie's Italian,"3401 Dufferin Street, Unit 20",M6A 2T9,Toronto,3.0,376,0.013959550891776308,0.06940620738577195,0.022187149609940043,0.8571417688022417,0.02035617076789724
51,LBHbyID7tcaGszznHtnCrw,JOEY Eaton Centre,1 Dundas St W,M5G 1Z3,Toronto,3.5,421,0.013508574418870205,0.09488728450927535,0.050451088060480605,0.7890698901408266,0.0299429414683333
52,LI9sVHgnX-DzFyvWmPDRgA,Guru Lukshmi,"7070 St Barbara Boulevard, Unit 45 & 50",L5W 0E6,Mississauga,4.0,360,0.015062098677840401,0.036542247722685994,0.0191357496261817,0.8646075893242424,0.01822374322047861
53,MS-hfug4QDXqb_Mws3qlzA,Grand Electric,1330 Queen Street W,M6K 1L4,Toronto,3.5,645,0.1696785675107388,0.011142329161589349,0.015605418053364677,0.7633988976588388,0.028836919134742643
54,MhiBpIBNTCAm1Xd3WzRzjQ,Messini Authentic Gyros,445 Danforth Avenue,M4K 1P2,Toronto,3.5,438,0.03770196031063284,0.023759695747653888,0.044642231132690086,0.803686338523927,0.060247227468616736
55,MrmwDgMlL2GtthlAZsJwNQ,SCADDABUSH Italian Kitchen & Bar,209 Rathburn Road W,L5B 4E5,Missisauga,3.5,342,0.021910560365237156,0.04504522452028298,0.02799187867221177,0.857999139869902,0.03309970820027365
56,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,392 Queen Street W,M5V 2A9,Toronto,4.5,1045,0.5572146879466662,0.011949331168581198,0.09910518319974944,0.15548957504696884,0.1600599928645714
57,O-uIEuv7JLUHajkemx_sVw,Beerbistro,18 King Street E,M5C 1C4,Toronto,4.0,596,0.013589167110797253,0.06776665634955732,0.014083212450446199,0.7811224760462043,0.11244947705398384
58,O1TvPrgkK2bUo5O5aSZ7lw,Rol San,323 Spadina Avenue,M5T 2E9,Toronto,3.5,627,0.023375038027273438,0.03572402359534551,0.042820816423479756,0.8526984612255777,0.015530914459667018
59,O66Zy8Y13VBm72ZDhS4fIg,Sassafraz,100 Cumberland Street,M5R 1A6,Toronto,3.5,325,0.030054349906217387,0.08307875488151478,0.03945133342881904,0.7570836151760189,0.03587650106287482
60,ORqZyyZafJyZcgTGNrJ_oA,Wooffles & Cream,"8360 Kennedy Road, Unit 81",L3R 5Y7,Markham,4.0,386,0.0037764849794902655,0.9277202603608025,0.0043278127518284835,0.05803854531044616,0.002552667206751596
61,O_UC_izJXcAmkm6HlEyGSA,Playa Cabana,111 Dupont Street,M5R 1V4,Toronto,4.0,403,0.01718322605790883,0.023168080753038868,0.021742550687110087,0.877221901929818,0.0255404706040732
62,OllK5_S-7svgSwbUfx1xYA,King's Noodle Restaurant,296 Spadina Avenue,M5T 2E7,Toronto,3.5,379,0.03821209595529492,0.03797679162275337,0.04270012171612279,0.8316062260468937,0.030087288930780113
63,Orgm9nmcClxnAUva4nOKyA,Hot House Restaurant & Bar,35 Church Street,M5E 1T3,Toronto,3.5,301,0.00870655955281651,0.06693330223705389,0.04141798018003999,0.8377305652291981,0.03358368582414775
64,Pthcdg09sHQ9M9Tj5P9gfQ,C'est What,67 Front Street E,M5E 1B5,Toronto,3.5,311,0.008313465977566926,0.04940715371968191,0.02176720554057738,0.7939211184908893,0.09760554902490781
65,QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,"150 King Street West, Unit 100",V5H 1J9,Toronto,3.5,373,0.013766475344376132,0.04291561233600993,0.04785875740920562,0.8157036899642921,0.05411443930509062
66,QGTqGNLZbBA1QD8L_fO9ZA,Kaka All You Can Eat,"3235 Highway 7 E, Unit 18A",L3R 3P3,Markham,3.0,594,0.026663502378382584,0.22140476381665913,0.023165842908399525,0.6998516100143918,0.012022388990275404
67,Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports Bar & Grill,15 York Street,M5J 0A3,Toronto,3.5,423,0.01335325787903314,0.016987659020036315,0.026291591855822964,0.7200055263843232,0.20604594754476704
68,Qayz6avNEPNS6Q5UThYHCQ,MABU Generation,"3235 Highway 7, Unit 23-26",L3R 3P3,Markham,3.0,304,0.03349648763438848,0.1985455308586945,0.07964611951721232,0.6390014883992062,0.02605455963700989
69,Qmwfg-PtYuCo5Q_IwcA_HQ,JaBistro,222 Richmond Street W,M5V 1W4,Toronto,4.0,445,0.027968063326389857,0.23777702682746782,0.02127734766771833,0.6915348705619461,0.010661020457448146
70,RUd_M7DPJq1I3DPq0oF--w,Lahore Tikka House,1365 Gerrard Street E,M4L 1Z3,Toronto,3.5,446,0.014663165301496865,0.049768365564719336,0.03907461327478472,0.839573380357914,0.020556839137448556
71,RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,398 Church St,M5B 2A2,Toronto,4.0,1397,0.037691502666538694,0.10538860887691368,0.11364597672797047,0.705165526471648,0.017055753677981688
72,RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,598 Bay Street,M5G 1M5,Toronto,3.5,939,0.0198681254744179,0.3370153682731326,0.01900016020932136,0.5908575164604343,0.01966659657298574
73,RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,869 Queen Street W,M6J 1G4,Toronto,4.0,344,0.00963956113680179,0.023776890220178766,0.06394052237063388,0.3857691386915737,0.4802885217271535
74,SGP1jf6k7spXkgwBlhiUVw,Kekou Gelato House,13 Baldwin Street,M5T 1L1,Toronto,4.5,411,0.01120996610321638,0.7895802938760706,0.00809084346000599,0.17562609787165234,0.010480267360733644
75,SW6ZQk22G1_CV81_gfnvNQ,La Carnita,501 College Street,M5S 2K2,Toronto,4.0,477,0.05831042363822517,0.04469022103079784,0.06868950715805341,0.7956010476875228,0.026592592534330464
76,SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,4848 Yonge Street,M2N 5N2,Toronto,4.0,512,0.10854445664635487,0.05373700957029533,0.04446115539096302,0.7472914032274584,0.03374103628962318
77,TFftsYkRIUtdo6ZhRwJ2lQ,Terroni,720 Queen Street W,M6J 1E8,Toronto,3.5,324,0.01915688052467309,0.0665115696788345,0.02731757685097589,0.8509414411310987,0.02602228055813667
78,TR0-w6VoZDAdvFQiq7P2Ug,Millie Creperie,161 Baldwin Street,M5T 1L8,Toronto,4.0,350,0.03560336025066172,0.750798834786239,0.009086745073268319,0.1820253476567046,0.008401205190872809
79,UDk7qUVIetK3Y3NuARguqg,Banjara Indian Cuisine,796 Bloor Street W,M6G 1L7,Toronto,3.5,387,0.015894677600632547,0.03261781566732886,0.023635522131796437,0.8613727895690557,0.012839348287891406
80,Uq-GOs9_IqweUsB5MdII9w,Emma's Country Kitchen,810 Saint Clair Avenue W,M6C 1B6,Toronto,4.0,347,0.013507471658513607,0.027434025703955346,0.06243496302654574,0.7813982274223903,0.09827615964622224
81,UxWH8zRYIBgs6Q2oykvRdw,Cluny Bistro & Boulangerie,35 Tank House Lane,M5A 3C4,Toronto,3.5,459,0.02626146046515048,0.06618275474511638,0.029252685083143024,0.8201184842832177,0.05055102763711282
82,VRwT0pscR5vESCrAnUpNwQ,Wilbur Mexicana,552 King Street W,M5V 1M3,Toronto,4.0,463,0.019126365600736658,0.013429055487659736,0.02463406624818833,0.8904610762769857,0.03348151185812706
83,WKOUTdVJS58E178JjhwidQ,Pastel Creperies & Dessert House,5417 Yonge Street,M2N 5R6,North York,4.0,316,0.010848575163910426,0.6109712480313767,0.015509484858509046,0.32348143943649627,0.03918925250970705
84,WeKF3N1MK0eJQmZdxPL9pQ,Marché Restaurant,181 Bay Street,M5J 2T3,Toronto,3.0,344,0.0193783056816328,0.09569379012248096,0.023994351268649235,0.7576147104372128,0.026929953601135252
85,XCxxPZ3Lu5mwmIo7IQRf1g,Osaka Sushi Japanese Korean Restaurant,5762 Highway 7 E,L3P 1A8,Markham,4.0,323,0.022380804634208322,0.1264872939831248,0.023568213485861158,0.8025926117139853,0.016672320996098847
86,XYIPXJ9parr9FtvvcGI1SA,GB Hand-pulled Noodles,66 Edward Street,M5G 1C9,Toronto,4.0,421,0.05834450943799093,0.027736028079702088,0.019913262905876267,0.8657365477443626,0.016539446553476302
87,XmgdFa3G_CZVfjtQEJMZfQ,Caplansky's Delicatessen,356 College Street,M5T 1S6,Toronto,3.5,416,0.012618725333902646,0.018571193872783245,0.0501451619496089,0.762576423237355,0.12511504427891706
88,YJ05ntGlszxACOD5zn1YjA,The Burger's Priest,463 Queen Street W,M5V 2A9,Toronto,4.0,343,0.05455245852792804,0.059006341710184096,0.15018819056779248,0.6446234839073369,0.07460824869101422
89,YLc7Djf3GsC8IT84YkZMzw,Sukhothai,274 Parliament Street,M5A 3A4,Toronto,4.0,390,0.021276034077318894,0.02220405756456386,0.028927498485195203,0.8856283676996635,0.01564825269957498
90,Yl2TN9c23ZGLUBSD9ks5Uw,Byblos,11 Duncan Street,M5V 3M2,Toronto,4.5,700,0.011684131269586994,0.12664949690371932,0.1270420438866348,0.6885197534962444,0.020586233135999856
91,ZumOnWbstgsIE6bJlxw0_Q,Jacobs & Co. Steakhouse,12 Brant Street,M5V 1K4,Toronto,4.5,488,0.009599201496553803,0.06029960917243903,0.014689772264074962,0.8830107151762019,0.014009897293029242
92,_cjPEH9wXhKS-HQe_U3M4Q,Le Sélect Bistro,432 Wellington Street W,M5V 1E3,Toronto,4.0,380,0.039614049430979015,0.048425372002577176,0.023245810774922524,0.8271369735326737,0.05794143062248429
93,_u1Bq7QsgMUXSMex8QHqLQ,Burrito Boyz,224 Adelaide Street W,M5H 1W7,Toronto,4.0,395,0.03164712749867136,0.03572786895135369,0.04074756712384788,0.8019528441205884,0.04525105278663786
94,_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,4020 Finch Avenue E,M1S 3T6,Toronto,4.0,683,0.008029780911554771,0.06792152427783105,0.031055146098933343,0.8692546670527848,0.008294866214881527
95,a8pmtlVKf7NiSLI-4KejIw,El Catrin Destileria,18 Tank House Lane,M5A 3C4,Toronto,3.5,770,0.023901116280618532,0.029571868909535795,0.015493387341400926,0.842624883765639,0.06321982682623187
96,aLcFhMe6DDJ430zelCpd2A,Khao San Road,11 Charlotte Street,M5V 2H5,Toronto,4.0,1410,0.015285873682103582,0.017994650828232633,0.024172999061428314,0.9070941492635504,0.012410852510306748
97,ae95XSsD37OQfOWF92GjNQ,Dragon Legend,25 Lanark Road,L3R 9Y7,Markham,3.5,309,0.0179877335698042,0.25989762598298943,0.04576564858719514,0.6511938453792516,0.010229773346431409
98,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,469 King Street W,M5V 1K4,Toronto,4.0,336,0.01387077173135952,0.03668173838532542,0.028309514226287736,0.8672640199562528,0.03088544995364794
99,bRntmjztJ4dFDA_LYiEECw,Snakes & Lattes Annex,600 Bloor Street W,M6G 1K4,Toronto,4.0,325,0.00798900136431107,0.05880575385665582,0.01502537381751272,0.8788862614227744,0.02743590202886456
100,c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,322 Adelaide Street W,M5V 1R1,Toronto,4.5,332,0.03915710149099457,0.04308254906369816,0.03349081665141887,0.8088832382521349,0.05796469175429645
101,cPXasVLtq_1gmuSg65TUfQ,Dragon Pearl Buffet,"865 York Mills Road, Unit 2",M3B 1Y8,Toronto,3.5,305,0.01212547969814243,0.20858926947178374,0.029222468850984448,0.706204793968731,0.014956253906312604
102,cQK9M2JAwETQnnBoYyua5A,The Senator,249 Victoria Street,M5B 1T8,Toronto,4.0,428,0.013194499937151058,0.036645168635633364,0.047593391644965746,0.8019642040342242,0.08786388224484107
103,crstB-H5rOfbXhV8pX0e6g,Ramen Isshin,421 College Street,M5T 1T1,Toronto,4.5,493,0.1469775422264826,0.13875565842884346,0.09741238010011631,0.5895191900627519,0.006404996623666532
104,dAmVTQ6ukuLh4UxTmBoRkg,Maha's,226 Greenwood Avenue,M4L 2R2,Toronto,4.0,376,0.015651388183905615,0.028994431908608044,0.09386169204735738,0.8163364169180148,0.03131524049228724
105,dc3uoAmNo5STqKV6mlD_aA,The Drake Hotel,1150 Queen Street W,M6J 1J3,Toronto,3.5,354,0.017249806811815187,0.04454162331361344,0.20448697794131984,0.6565251839388443,0.0678506136018838
106,dp9haMgS5RZ6i1kQq_oS5A,Fran's Restaurant,20 College Street,M5G 1K2,Toronto,3.5,318,0.018510565271212937,0.03912037956746822,0.07536732713071721,0.7499056517402034,0.08733417152849385
107,e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,563 Bloor Street W,M5S 1Y6,Toronto,4.0,795,0.008826935278945605,0.034751950198855304,0.08822198900318039,0.6937336105000121,0.16694671802652558
108,ejKXczjEkm1gzyRdblQm8w,Fresh on Spadina,147 Spadina Avenue,M5V 2L7,Toronto,4.0,351,0.022772805153639462,0.0491396248294085,0.03128502242217132,0.7247826378324373,0.1396312457947321
109,f3gE6ZZFd7jRBjTVgt-mAg,PaPa Chang's,"5970 16th Avenue, Unit 110",L3P 7R1,Markham,4.0,317,0.13452032782799603,0.033960247783817565,0.08405065496832216,0.7036961436959519,0.022496029979231925
110,f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,179 Dundas Street W,M5G 1Z8,Toronto,4.0,794,0.22869562748610897,0.04560914604777503,0.1571263672099739,0.5482599961637551,0.007847803902355087
111,fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,328 Spadina Avenue,M5T 2E7,Toronto,3.5,510,0.03305141398033357,0.016166111401068533,0.028874560973494834,0.8861355614987173,0.013109462627971738
112,fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,24 Wellesley Street W,M4Y 2X6,Toronto,3.5,327,0.1581871773378973,0.08399438454414054,0.10034996770115683,0.6406999768793485,0.016768493537456873
113,fKr2Vip-yNCxgJmps-iOTA,Ten-Ichi Japanese Restaurant,"4810 Sheppard Avenue E, Unit 218",M1S 4N6,Scarborough,3.5,310,0.01588393772813492,0.23699452578169555,0.01378602863959151,0.697437003914744,0.018147024645893437
114,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,99 Queen Street E,M5C 1S2,Toronto,4.0,337,0.01974690537872074,0.07164677068668018,0.22102602653097964,0.4987009468936557,0.17716060050996416
115,fzHBvd0HZm1yB3UIMqZ3bA,Ding Tai Fung,"3235 Highway 7 E, Suite 18B",L3R 0J5,Markham,3.5,476,0.0349230830993069,0.056061395959634434,0.026732486212553985,0.8414232523538633,0.014715991524968657
116,hDy-uY7Vy_TZdGBzw59lhA,Saku Sushi,478 Queen Street W,M5V 2B2,Toronto,4.0,401,0.016641541785419475,0.14754233845487935,0.01742792507979416,0.793287606481291,0.01275490918627111
117,hPXR-Bi8U-uz6TUViqmGpg,Fat Ninja Bite,"3517 Kennedy Road, Unit 1",M1V 4Y3,Toronto,4.5,389,0.020185433475787495,0.39732376093440147,0.135684630342544,0.4069286738707273,0.028766390265428394
118,h_4dPV9M9aYaBliH1Eoeeg,Wvrst,609 King Street W,M5V 1M5,Toronto,4.0,711,0.009699282803351836,0.04113820739344799,0.009597749159117468,0.9131152277298965,0.0178139543304215
119,hkZh4tAa2oJ34i8hxej6Zg,The Gabardine,372 Bay Street,M5H 2W9,Toronto,4.0,347,0.009611215768498486,0.05722868323284918,0.07439007611743861,0.6253777451876386,0.2176442481975119
120,htQgj-ANQpZGpIpkkrEmyQ,Inspire Restaurant,"144 Main Street Markham N, Unit 1",L3P 5T3,Markham,4.0,408,0.07702228745306247,0.03493660288681708,0.2634686659225443,0.3301209674940317,0.2768561683256559
121,htVvtLIFftBLqzRISjReDw,The Cheesecake Factory,3401 Dufferin Street,M6A 2T9,Toronto,3.0,450,0.023100015175917827,0.08382444960581546,0.07547775240943258,0.7666460249461888,0.03199441189108147
122,i--dxuKd_6Dx7mwgQ5nl-g,School Restaurant,70 Fraser Avenue,M6K 3E1,Toronto,3.5,473,0.004944668322517176,0.034456518110058086,0.20445163182869014,0.6808446445138975,0.06828499336518816
123,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,69 Kensington Avenue,M5T 2K2,Toronto,4.5,1152,0.028825119046144657,0.017124887049786163,0.02045278621310503,0.8810970897221192,0.03401762769647218
124,iMoFE2g4kDG4FfKLJvk3Jw,Buk Chang Dong Soon Tofu,5445 Yonge Street,M2N 5S1,North York,4.0,315,0.028940128513027717,0.027837986954370876,0.015343206408337131,0.9130895659300282,0.014789112194235673
