,business_id,name,address,postal_code,city,stars_y,review_count,ice cream/ serve,waiting/ staff,deep fried/fish chips/ spirng rolls,butter chicken/ palak paneer,fried chicken/ smoked meat
84,WeKF3N1MK0eJQmZdxPL9pQ,Marché Restaurant,181 Bay Street,M5J 2T3,Toronto,3.0,344,0.03388397879808079,0.6611589435497476,0.041403754522090365,0.07457206882696137,0.04848538653452495
85,XCxxPZ3Lu5mwmIo7IQRf1g,Osaka Sushi Japanese Korean Restaurant,5762 Highway 7 E,L3P 1A8,Markham,4.0,323,0.048352019761763204,0.6612638620832828,0.1156212310748796,0.017601136387004543,0.05459764812896743
86,XYIPXJ9parr9FtvvcGI1SA,GB Hand-pulled Noodles,66 Edward Street,M5G 1C9,Toronto,4.0,421,0.017114117986544334,0.6759524976038015,0.08131572415028421,0.03174703256991042,0.03762062768945954
87,XmgdFa3G_CZVfjtQEJMZfQ,Caplansky's Delicatessen,356 College Street,M5T 1S6,Toronto,3.5,416,0.010903702647048388,0.35883740988189866,0.04541888884887834,0.01803846308761234,0.49900492536507063
88,YJ05ntGlszxACOD5zn1YjA,The Burger's Priest,463 Queen Street W,M5V 2A9,Toronto,4.0,343,0.011704264118289334,0.4255010433778168,0.22233174558258825,0.022802105335873284,0.05235471913645269
89,YLc7Djf3GsC8IT84YkZMzw,Sukhothai,274 Parliament Street,M5A 3A4,Toronto,4.0,390,0.027105955169826185,0.6885999897678278,0.08878195377955699,0.06671266522861669,0.05607216332689955
90,Yl2TN9c23ZGLUBSD9ks5Uw,Byblos,11 Duncan Street,M5V 3M2,Toronto,4.5,700,0.029296274490571792,0.5962325437822494,0.0358172339463576,0.050006830636265556,0.16044198893942743
91,ZumOnWbstgsIE6bJlxw0_Q,Jacobs & Co. Steakhouse,12 Brant Street,M5V 1K4,Toronto,4.5,488,0.04374662597074103,0.8072427135620104,0.04557779909397757,0.011211918087985112,0.027704814253027794
92,_cjPEH9wXhKS-HQe_U3M4Q,Le Sélect Bistro,432 Wellington Street W,M5V 1E3,Toronto,4.0,380,0.03507664461118615,0.7806485793810322,0.05498703355069268,0.04482043322852029,0.03568682142369049
93,_u1Bq7QsgMUXSMex8QHqLQ,Burrito Boyz,224 Adelaide Street W,M5H 1W7,Toronto,4.0,395,0.01367702037875165,0.6520878269431735,0.07755051880072074,0.05464315857746556,0.08439441647635902
94,_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,4020 Finch Avenue E,M1S 3T6,Toronto,4.0,683,0.0350573271949028,0.6603934839326796,0.1457234052907197,0.01881012331885179,0.042189573306324356
95,a8pmtlVKf7NiSLI-4KejIw,El Catrin Destileria,18 Tank House Lane,M5A 3C4,Toronto,3.5,770,0.02283916829660719,0.8359814703325432,0.04791812102366703,0.022022230671321513,0.03437265022885635
96,aLcFhMe6DDJ430zelCpd2A,Khao San Road,11 Charlotte Street,M5V 2H5,Toronto,4.0,1410,0.024607794111211112,0.804102517722667,0.05658112386484662,0.03736501713251078,0.028858698683915884
97,ae95XSsD37OQfOWF92GjNQ,Dragon Legend,25 Lanark Road,L3R 9Y7,Markham,3.5,309,0.051128958652371916,0.5983958032927856,0.1732444955713885,0.023881062521344965,0.04223856885099794
98,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,469 King Street W,M5V 1K4,Toronto,4.0,336,0.015241097478589859,0.7283266892397016,0.04245379823987811,0.015749460345739704,0.061865318332454615
99,bRntmjztJ4dFDA_LYiEECw,Snakes & Lattes Annex,600 Bloor Street W,M6G 1K4,Toronto,4.0,325,0.01581753585187942,0.8529326048105826,0.01780562464115221,0.017998597716331634,0.0016956369800539995
100,c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,322 Adelaide Street W,M5V 1R1,Toronto,4.5,332,0.03082605379998427,0.642731331550091,0.07677786487762882,0.03670462905495874,0.1462934540506707
101,cPXasVLtq_1gmuSg65TUfQ,Dragon Pearl Buffet,"865 York Mills Road, Unit 2",M3B 1Y8,Toronto,3.5,305,0.07353174023003672,0.5410185065287363,0.1878478137838973,0.046998090377143774,0.04715557321811695
102,cQK9M2JAwETQnnBoYyua5A,The Senator,249 Victoria Street,M5B 1T8,Toronto,4.0,428,0.011735882656169837,0.6828956837078443,0.08506210160590712,0.046790933190149,0.0754761831536553
103,crstB-H5rOfbXhV8pX0e6g,Ramen Isshin,421 College Street,M5T 1T1,Toronto,4.5,493,0.012291671032982213,0.6548617359929407,0.11184322733320665,0.01792180491222506,0.20308156072864553
104,dAmVTQ6ukuLh4UxTmBoRkg,Maha's,226 Greenwood Avenue,M4L 2R2,Toronto,4.0,376,0.006220898474091733,0.8752702404942652,0.02410547719739432,0.038514170471040554,0.055889213363208345
105,dc3uoAmNo5STqKV6mlD_aA,The Drake Hotel,1150 Queen Street W,M6J 1J3,Toronto,3.5,354,0.02085423461657883,0.7135892561093677,0.054217524419631645,0.04278727412889311,0.09538097901821165
106,dp9haMgS5RZ6i1kQq_oS5A,Fran's Restaurant,20 College Street,M5G 1K2,Toronto,3.5,318,0.032806017374375655,0.7059852128440198,0.06397569971503375,0.03161422337820463,0.10068378175330112
107,e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,563 Bloor Street W,M5S 1Y6,Toronto,4.0,795,0.013589367189216857,0.7571121611462944,0.03163663097165132,0.053641340380658334,0.09273844903012804
108,ejKXczjEkm1gzyRdblQm8w,Fresh on Spadina,147 Spadina Avenue,M5V 2L7,Toronto,4.0,351,0.03519485176979403,0.7644859316761519,0.02476097345789311,0.024839897481843294,0.05071834561431777
109,f3gE6ZZFd7jRBjTVgt-mAg,PaPa Chang's,"5970 16th Avenue, Unit 110",L3P 7R1,Markham,4.0,317,0.0093922248483486,0.6163624168216361,0.10270144311610571,0.058780766503300594,0.08776314871060889
110,f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,179 Dundas Street W,M5G 1Z8,Toronto,4.0,794,0.045503450995487534,0.5734319376498724,0.02956296198417808,0.023520537033692238,0.2679811123367697
111,fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,328 Spadina Avenue,M5T 2E7,Toronto,3.5,510,0.02188375852731542,0.740549239467042,0.1056567650821875,0.0208817728187221,0.015790368866637816
112,fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,24 Wellesley Street W,M4Y 2X6,Toronto,3.5,327,0.03691552275999974,0.6224177633843503,0.027230570522943944,0.04682298620734978,0.21000938354045026
113,fKr2Vip-yNCxgJmps-iOTA,Ten-Ichi Japanese Restaurant,"4810 Sheppard Avenue E, Unit 218",M1S 4N6,Scarborough,3.5,310,0.1421116779386238,0.6526787252347742,0.05157687608255337,0.028777138983596687,0.014965471870342298
114,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,99 Queen Street E,M5C 1S2,Toronto,4.0,337,0.023256403497584656,0.5538852733910592,0.05730102799754566,0.04063399198368539,0.20727624430659577
115,fzHBvd0HZm1yB3UIMqZ3bA,Ding Tai Fung,"3235 Highway 7 E, Suite 18B",L3R 0J5,Markham,3.5,476,0.01999499685833265,0.6508331084307563,0.17165490894255125,0.015206773071735439,0.07172197740250685
116,hDy-uY7Vy_TZdGBzw59lhA,Saku Sushi,478 Queen Street W,M5V 2B2,Toronto,4.0,401,0.03696602473159967,0.8710699178122034,0.06266385490121204,0.021683996136860808,0.007616206418123961
117,hPXR-Bi8U-uz6TUViqmGpg,Fat Ninja Bite,"3517 Kennedy Road, Unit 1",M1V 4Y3,Toronto,4.5,389,0.011715641291463469,0.33804113403138064,0.14909243041024692,0.0,0.0011507942669089825
118,h_4dPV9M9aYaBliH1Eoeeg,Wvrst,609 King Street W,M5V 1M5,Toronto,4.0,711,0.09175074658371535,0.7143353190174123,0.04436561782069807,0.0635829468638556,0.03718488190944061
119,hkZh4tAa2oJ34i8hxej6Zg,The Gabardine,372 Bay Street,M5H 2W9,Toronto,4.0,347,0.019100060413888013,0.6171615005942379,0.07019848707503394,0.015334287003312628,0.2437229062928377
120,htQgj-ANQpZGpIpkkrEmyQ,Inspire Restaurant,"144 Main Street Markham N, Unit 1",L3P 5T3,Markham,4.0,408,0.014914548946172194,0.5905123077139142,0.06934966663179247,0.04948635807218077,0.23407045196927379
121,htVvtLIFftBLqzRISjReDw,The Cheesecake Factory,3401 Dufferin Street,M6A 2T9,Toronto,3.0,450,0.017588246595038326,0.8281491167160214,0.029810231402607457,0.013601675784507715,0.0515914702425658
122,i--dxuKd_6Dx7mwgQ5nl-g,School Restaurant,70 Fraser Avenue,M6K 3E1,Toronto,3.5,473,0.02766168775996991,0.7662966974708992,0.05619388869053551,0.03777571390925745,0.08176898186630761
123,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,69 Kensington Avenue,M5T 2K2,Toronto,4.5,1152,0.04771587652750875,0.6020587181757603,0.0878077198683296,0.02783057429810395,0.05276892931211555
124,iMoFE2g4kDG4FfKLJvk3Jw,Buk Chang Dong Soon Tofu,5445 Yonge Street,M2N 5S1,North York,4.0,315,0.014306105081796007,0.6848027802334756,0.034775437527478165,0.0495554405287916,0.09156023662845891
